ID,Words,POS,word_num,Prob of coming after,Prob of coming bef,Condition,,POSbef,Probbef,,POSaft,Probaft
105,fille,NOU,2,0.003566334,0.147968044,normal,,,,,,
105,nous,PRO,3,0.231217078,0.766592613,normal,,,,,,
105,amuse,VER,4,0.656324299,,normal,,,,,,
106,cet,PRO,1,,0.004197531,normal,,,,,,
106,aigle,NOU,2,0.003566334,0.024923632,normal,,,,,,
106,mange,VER,3,0.032714167,0.430972389,normal,,,,,,
106,bien,ADV,4,0.237261252,,normal,,,,,,
107,elle,PRO,1,,0.766592613,normal,,,,,,
107,force,VER,2,0.656324299,0.346851145,normal,,,,,,
107,ses,DET,3,0.192188223,0.555390947,normal,,,,,,
107,abdos,NOU,4,0.790606201,,normal,,,,,,
108,taper,VER,1,,0.26322682,normal,,,,,,
108,sur,PRP,2,0.132839865,0.04052333,normal,,,,,,
108,cette,PRO,3,0.089536966,0.004197531,normal,,,,,,
108,paroi,NOU,4,0.003566334,,normal,,,,,,
109,une,DET,1,,0.555390947,normal,,,,,,
109,algue,NOU,2,0.790606201,0.024923632,normal,,,,,,
109,est,VER,3,0.032714167,0.070952513,normal,,,,,,
109,posée,VER,4,0.067543454,,normal,,,,,,
110,ce,PRO,1,,0.004787234,normal,,,,,,
110,grand,ADJ,2,0.00053495,0.056296296,normal,,,,,,
110,amphi,NOU,3,0.414676259,0.202393617,normal,,,,,,
110,plein,ADJ,4,0.050827095,,normal,,,,,,
111,elle,PRO,1,,0.766592613,normal,,,,,,
111,pense,VER,2,0.656324299,0.430972389,normal,,,,,,
111,bien,ADV,3,0.237261252,0.06095529,normal,,,,,,
111,laver,VER,4,0.101409101,,normal,,,,,,
112,elle,PRO,1,,0.766592613,normal,,,,,,
112,passe,VER,2,0.656324299,0.241223404,normal,,,,,,
112,deux,ADJ,3,0.042561628,0.056296296,normal,,,,,,
112,fois,NOU,4,0.414676259,,normal,,,,,,
113,cela,PRO,1,,0.766592613,normal,,,,,,
113,reste,VER,2,0.656324299,0.430972389,normal,,,,,,
113,ici,ADV,3,0.237261252,0.1484994,normal,,,,,,
113,alors,ADV,4,0.142873643,,normal,,,,,,
114,ces,PRO,1,,0.004197531,normal,,,,,,
114,bébés,NOU,2,0.003566334,0.024923632,normal,,,,,,
114,vont,VER,3,0.032714167,0.241223404,normal,,,,,,
114,beaux,ADJ,4,0.042561628,,normal,,,,,,
115,ils,PRO,1,,0.766592613,normal,,,,,,
115,sont,VER,2,0.656324299,0.123769827,normal,,,,,,
115,tous,PRO,3,0.141299319,0.766592613,normal,,,,,,
115,virés,VER,4,0.656324299,,normal,,,,,,
116,calme,ADJ,1,,0.022519393,normal,,,,,,
116,ces,PRO,2,0.127482014,0.004787234,normal,,,,,,
116,bons,ADJ,3,0.00053495,0.056296296,normal,,,,,,
116,lions,NOU,4,0.414676259,,normal,,,,,,
117,elle,PRO,1,,0.766592613,normal,,,,,,
117,rata,VER,2,0.656324299,0.123769827,normal,,,,,,
117,cette,PRO,3,0.141299319,0.004197531,normal,,,,,,
117,cible,NOU,4,0.003566334,,normal,,,,,,
118,elle,PRO,1,,0.766592613,normal,,,,,,
118,fit,VER,2,0.656324299,0.346851145,normal,,,,,,
118,son,DET,3,0.192188223,0.555390947,normal,,,,,,
118,choix,NOU,4,0.790606201,,normal,,,,,,
119,son,DET,1,,0.555390947,normal,,,,,,
119,croc,NOU,2,0.790606201,0.024923632,normal,,,,,,
119,tombe,VER,3,0.032714167,0.430972389,normal,,,,,,
119,ici,ADV,4,0.237261252,,normal,,,,,,
120,son,DET,1,,0.555390947,normal,,,,,,
120,bras,NOU,2,0.790606201,0.024923632,normal,,,,,,
120,avait,VER,3,0.032714167,0.070952513,normal,,,,,,
120,durci,VER,4,0.067543454,,normal,,,,,,
121,elle,PRO,1,,0.766592613,normal,,,,,,
121,est,VER,2,0.656324299,0.430972389,normal,,,,,,
121,très,ADV,3,0.237261252,0.06095529,normal,,,,,,
121,douée,VER,4,0.101409101,,normal,,,,,,
122,cette,PRO,1,,0.004197531,normal,,,,,,
122,épine,NOU,2,0.003566334,0.024923632,normal,,,,,,
122,sera,VER,3,0.032714167,0.070952513,normal,,,,,,
122,dure,VER,4,0.067543454,,normal,,,,,,
123,votre,DET,1,,0.555390947,normal,,,,,,
123,livre,NOU,2,0.790606201,0.154021609,normal,,,,,,
123,assez,ADV,3,0.115516126,0.161170213,normal,,,,,,
123,épais,ADJ,4,0.062832063,,normal,,,,,,
124,tuer,VER,1,,0.123769827,normal,,,,,,
124,cette,PRO,2,0.141299319,0.004197531,normal,,,,,,
124,taupe,NOU,3,0.003566334,0.202393617,normal,,,,,,
124,noire,ADJ,4,0.050827095,,normal,,,,,,
125,elle,PRO,1,,0.766592613,normal,,,,,,
125,mange,VER,2,0.656324299,0.26322682,normal,,,,,,
125,sans,PRP,3,0.132839865,0.228559671,normal,,,,,,
125,honte,NOU,4,0.39370683,,normal,,,,,,
126,elle,PRO,1,,0.766592613,normal,,,,,,
126,paye,VER,2,0.656324299,0.346851145,normal,,,,,,
126,son,DET,3,0.192188223,0.555390947,normal,,,,,,
126,impôt,NOU,4,0.790606201,,normal,,,,,,
127,buter,VER,1,,0.26322682,normal,,,,,,
127,sur,PRP,2,0.132839865,0.050811943,normal,,,,,,
127,des,PRP,3,0.049629061,0.228559671,normal,,,,,,
127,mots,NOU,4,0.39370683,,normal,,,,,,
128,ils,PRO,1,,0.766592613,normal,,,,,,
128,sont,VER,2,0.656324299,0.430972389,normal,,,,,,
128,trop,ADV,3,0.237261252,0.161170213,normal,,,,,,
128,laids,ADJ,4,0.062832063,,normal,,,,,,
129,verse,VER,1,,0.346851145,normal,,,,,,
129,ton,DET,2,0.192188223,0.555390947,normal,,,,,,
129,repas,NOU,3,0.790606201,0.202393617,normal,,,,,,
129,chaud,ADJ,4,0.050827095,,normal,,,,,,
130,cette,PRO,1,,0.004197531,normal,,,,,,
130,liste,NOU,2,0.003566334,0.024923632,normal,,,,,,
130,était,VER,3,0.032714167,0.241223404,normal,,,,,,
130,vide,ADJ,4,0.042561628,,normal,,,,,,
131,une,DET,1,,0.555390947,normal,,,,,,
131,forme,NOU,2,0.790606201,0.154021609,normal,,,,,,
131,très,ADV,3,0.115516126,0.1484994,normal,,,,,,
131,large,ADV,4,0.142873643,,normal,,,,,,
132,votre,DET,1,,0.555390947,normal,,,,,,
132,lapin,NOU,2,0.790606201,0.154021609,normal,,,,,,
132,pas,ADV,3,0.115516126,0.06095529,normal,,,,,,
132,lavé,VER,4,0.101409101,,normal,,,,,,
133,tes,DET,1,,0.555390947,normal,,,,,,
133,kiwis,NOU,2,0.790606201,0.024923632,normal,,,,,,
133,sont,VER,3,0.032714167,0.241223404,normal,,,,,,
133,bons,ADJ,4,0.042561628,,normal,,,,,,
134,leur,DET,1,,0.555390947,normal,,,,,,
134,lotus,NOU,2,0.790606201,0.024923632,normal,,,,,,
134,nage,VER,3,0.032714167,0.430972389,normal,,,,,,
134,ici,ADV,4,0.237261252,,normal,,,,,,
135,ils,PRO,1,,0.766592613,normal,,,,,,
135,sont,VER,2,0.656324299,0.26322682,normal,,,,,,
135,avant,PRP,3,0.132839865,0.04052333,normal,,,,,,
135,toi,PRO,4,0.089536966,,normal,,,,,,
136,cette,PRO,1,,0.004197531,normal,,,,,,
136,herbe,NOU,2,0.003566334,0.024923632,normal,,,,,,
136,était,VER,3,0.032714167,0.241223404,normal,,,,,,
136,molle,ADJ,4,0.042561628,,normal,,,,,,
137,ces,PRO,1,,0.004197531,normal,,,,,,
137,gens,NOU,2,0.003566334,0.024923632,normal,,,,,,
137,vont,VER,3,0.032714167,0.430972389,normal,,,,,,
137,loin,ADV,4,0.237261252,,normal,,,,,,
138,cet,PRO,1,,0.004197531,normal,,,,,,
138,orage,NOU,2,0.003566334,0.350969094,normal,,,,,,
138,avec,PRP,3,0.241105258,0.04052333,normal,,,,,,
138,toi,PRO,4,0.089536966,,normal,,,,,,
139,elle,PRO,1,,0.766592613,normal,,,,,,
139,veut,VER,2,0.656324299,0.26322682,normal,,,,,,
139,des,PRP,3,0.132839865,0.228559671,normal,,,,,,
139,parts,NOU,4,0.39370683,,normal,,,,,,
140,une,DET,1,,0.555390947,normal,,,,,,
140,quête,NOU,2,0.790606201,0.350969094,normal,,,,,,
140,pour,PRP,3,0.241105258,0.058039433,normal,,,,,,
140,vivre,VER,4,0.106932719,,normal,,,,,,
141,elle,PRO,1,,0.766592613,normal,,,,,,
141,range,VER,2,0.656324299,0.346851145,normal,,,,,,
141,son,DET,3,0.192188223,0.555390947,normal,,,,,,
141,sucre,NOU,4,0.790606201,,normal,,,,,,
142,leur,PRO,1,,0.766592613,normal,,,,,,
142,règle,VER,2,0.656324299,0.070952513,normal,,,,,,
142,fait,VER,3,0.067543454,0.430972389,normal,,,,,,
142,mal,ADV,4,0.237261252,,normal,,,,,,
143,votre,DET,1,,0.555390947,normal,,,,,,
143,robot,NOU,2,0.790606201,0.024923632,normal,,,,,,
143,vole,VER,3,0.032714167,0.430972389,normal,,,,,,
143,tout,ADV,4,0.237261252,,normal,,,,,,
144,vous,PRO,1,,0.766592613,normal,,,,,,
144,lisez,VER,2,0.656324299,0.346851145,normal,,,,,,
144,votre,DET,3,0.192188223,0.555390947,normal,,,,,,
144,conte,NOU,4,0.790606201,,normal,,,,,,
145,pas,ADV,1,,0.156888423,normal,,,,,,
145,sans,PRP,2,0.138369138,0.04052333,normal,,,,,,
145,vous,PRO,3,0.089536966,0.766592613,normal,,,,,,
145,voir,VER,4,0.656324299,,normal,,,,,,
146,elle,PRO,1,,0.766592613,normal,,,,,,
146,sauta,VER,2,0.656324299,0.26322682,normal,,,,,,
146,avec,PRP,3,0.132839865,0.04052333,normal,,,,,,
146,lui,PRO,4,0.089536966,,normal,,,,,,
147,assi,VER,1,,0.26322682,normal,,,,,,
147,sur,PRP,2,0.132839865,0.274689885,normal,,,,,,
147,mon,DET,3,0.294576618,0.555390947,normal,,,,,,
147,siège,NOU,4,0.790606201,,normal,,,,,,
148,leur,DET,1,,0.555390947,normal,,,,,,
148,jus,NOU,2,0.790606201,0.202393617,normal,,,,,,
148,jaune,ADJ,3,0.050827095,0.001457928,normal,,,,,,
148,tombe,VER,4,0.007482014,,normal,,,,,,
149,leur,DET,1,,0.555390947,normal,,,,,,
149,fils,NOU,2,0.790606201,0.024923632,normal,,,,,,
149,est,VER,3,0.032714167,0.070952513,normal,,,,,,
149,brave,VER,4,0.067543454,,normal,,,,,,
150,son,DET,1,,0.555390947,normal,,,,,,
150,trone,NOU,2,0.790606201,0.024923632,normal,,,,,,
150,sera,VER,3,0.032714167,0.430972389,normal,,,,,,
150,loin,ADV,4,0.237261252,,normal,,,,,,
151,quand,CON,1,,0.172860947,normal,,,,,,
151,ils,PRO,2,0.502608988,0.766592613,normal,,,,,,
151,sont,VER,3,0.656324299,0.241223404,normal,,,,,,
151,verts,ADJ,4,0.042561628,,normal,,,,,,
152,elle,PRO,1,,0.766592613,normal,,,,,,
152,pense,VER,2,0.656324299,0.240416105,normal,,,,,,
152,que,CON,3,0.082479677,0.172860947,normal,,,,,,
152,cela,PRO,4,0.502608988,,normal,,,,,,
153,le,DET,1,,0.555390947,normal,,,,,,
153,trou,NOU,2,0.790606201,0.024923632,normal,,,,,,
153,était,VER,3,0.032714167,0.070952513,normal,,,,,,
153,béant,VER,4,0.067543454,,normal,,,,,,
154,elle,PRO,1,,0.766592613,normal,,,,,,
154,est,VER,2,0.656324299,0.430972389,normal,,,,,,
154,très,ADV,3,0.237261252,0.161170213,normal,,,,,,
154,calme,ADJ,4,0.062832063,,normal,,,,,,
155,ils,PRO,1,,0.766592613,normal,,,,,,
155,ont,VER,2,0.656324299,0.070952513,normal,,,,,,
155,fait,VER,3,0.067543454,0.123769827,normal,,,,,,
155,cela,PRO,4,0.141299319,,normal,,,,,,
156,ils,PRO,1,,0.766592613,normal,,,,,,
156,ont,VER,2,0.656324299,0.26322682,normal,,,,,,
156,des,PRP,3,0.132839865,0.228559671,normal,,,,,,
156,gants,NOU,4,0.39370683,,normal,,,,,,
157,elle,PRO,1,,0.766592613,normal,,,,,,
157,aime,VER,2,0.656324299,0.346851145,normal,,,,,,
157,les,DET,3,0.192188223,0.555390947,normal,,,,,,
157,pieds,NOU,4,0.790606201,,normal,,,,,,
158,lire,VER,1,,0.123769827,normal,,,,,,
158,tous,PRO,2,0.141299319,0.016698473,normal,,,,,,
158,les,DET,3,0.008321446,0.555390947,normal,,,,,,
158,mots,NOU,4,0.790606201,,normal,,,,,,
159,vous,PRO,1,,0.766592613,normal,,,,,,
159,êtes,VER,2,0.656324299,0.430972389,normal,,,,,,
159,très,ADV,3,0.237261252,0.161170213,normal,,,,,,
159,grand,ADJ,4,0.062832063,,normal,,,,,,
160,son,DET,1,,0.555390947,normal,,,,,,
160,pain,NOU,2,0.790606201,0.024923632,normal,,,,,,
160,est,VER,3,0.032714167,0.430972389,normal,,,,,,
160,bon,ADV,4,0.237261252,,normal,,,,,,
161,ils,PRO,1,,0.766592613,normal,,,,,,
161,ont,VER,2,0.656324299,0.26322682,normal,,,,,,
161,des,PRP,3,0.132839865,0.228559671,normal,,,,,,
161,cours,NOU,4,0.39370683,,normal,,,,,,
162,nous,PRO,1,,0.766592613,normal,,,,,,
162,osons,VER,2,0.656324299,0.070952513,normal,,,,,,
162,être,VER,3,0.067543454,0.430972389,normal,,,,,,
162,loin,ADV,4,0.237261252,,normal,,,,,,
163,nous,PRO,1,,0.766592613,normal,,,,,,
163,avons,VER,2,0.656324299,0.26322682,normal,,,,,,
163,des,PRP,3,0.132839865,0.228559671,normal,,,,,,
163,rêves,NOU,4,0.39370683,,normal,,,,,,
164,vous,PRO,1,,0.766592613,normal,,,,,,
164,êtes,VER,2,0.656324299,0.26322682,normal,,,,,,
164,avec,PRP,3,0.132839865,0.04052333,normal,,,,,,
164,nous,PRO,4,0.089536966,,normal,,,,,,
165,porte,VER,1,,0.26322682,normal,,,,,,
165,avec,PRP,2,0.132839865,0.274689885,normal,,,,,,
165,une,DET,3,0.294576618,0.555390947,normal,,,,,,
165,main,NOU,4,0.790606201,,normal,,,,,,
166,elle,PRO,1,,0.766592613,normal,,,,,,
166,avait,VER,2,0.656324299,0.346851145,normal,,,,,,
166,son,DET,3,0.192188223,0.555390947,normal,,,,,,
166,stylo,NOU,4,0.790606201,,normal,,,,,,
167,nous,PRO,1,,0.766592613,normal,,,,,,
167,avons,VER,2,0.656324299,0.346851145,normal,,,,,,
167,une,DET,3,0.192188223,0.555390947,normal,,,,,,
167,barbe,NOU,4,0.790606201,,normal,,,,,,
168,ils,PRO,1,,0.766592613,normal,,,,,,
168,ont,VER,2,0.656324299,0.346851145,normal,,,,,,
168,une,DET,3,0.192188223,0.555390947,normal,,,,,,
168,tasse,NOU,4,0.790606201,,normal,,,,,,
169,cet,PRO,1,,0.004197531,normal,,,,,,
169,oeuf,NOU,2,0.003566334,0.024923632,normal,,,,,,
169,est,VER,3,0.032714167,0.241223404,normal,,,,,,
169,dur,ADJ,4,0.042561628,,normal,,,,,,
170,fais,VER,1,,0.123769827,normal,,,,,,
170,moi,PRO,2,0.141299319,0.016698473,normal,,,,,,
170,une,DET,3,0.008321446,0.555390947,normal,,,,,,
170,place,NOU,4,0.790606201,,normal,,,,,,
171,donne,VER,1,,0.123769827,normal,,,,,,
171,nous,PRO,2,0.141299319,0.261433368,normal,,,,,,
171,ces,PRO,3,0.268426058,0.004197531,normal,,,,,,
171,vélos,NOU,4,0.003566334,,normal,,,,,,
172,les,DET,1,,0.555390947,normal,,,,,,
172,ours,NOU,2,0.790606201,0.024923632,normal,,,,,,
172,vont,VER,3,0.032714167,0.070952513,normal,,,,,,
172,rire,VER,4,0.067543454,,normal,,,,,,
173,ces,PRO,1,,0.004197531,normal,,,,,,
173,gars,NOU,2,0.003566334,0.024923632,normal,,,,,,
173,vont,VER,3,0.032714167,0.070952513,normal,,,,,,
173,rêver,VER,4,0.067543454,,normal,,,,,,
174,ses,DET,1,,0.555390947,normal,,,,,,
174,pieds,NOU,2,0.790606201,0.024923632,normal,,,,,,
174,sont,VER,3,0.032714167,0.241223404,normal,,,,,,
174,secs,ADJ,4,0.042561628,,normal,,,,,,
175,son,DET,1,,0.555390947,normal,,,,,,
175,mur,NOU,2,0.790606201,0.024923632,normal,,,,,,
175,était,VER,3,0.032714167,0.241223404,normal,,,,,,
175,sec,ADJ,4,0.042561628,,normal,,,,,,
176,leur,DET,1,,0.555390947,normal,,,,,,
176,paroi,NOU,2,0.790606201,0.024923632,normal,,,,,,
176,est,VER,3,0.032714167,0.070952513,normal,,,,,,
176,sale,VER,4,0.067543454,,normal,,,,,,
177,partir,VER,1,,0.26322682,normal,,,,,,
177,avec,PRP,2,0.132839865,0.108244681,normal,,,,,,
177,deux,ADJ,3,0.013558455,0.056296296,normal,,,,,,
177,bus,NOU,4,0.414676259,,normal,,,,,,
178,vous,PRO,1,,0.766592613,normal,,,,,,
178,serez,VER,2,0.656324299,0.430972389,normal,,,,,,
178,très,ADV,3,0.237261252,0.161170213,normal,,,,,,
178,fous,ADJ,4,0.062832063,,normal,,,,,,
179,ces,PRO,1,,0.004197531,normal,,,,,,
179,loups,NOU,2,0.003566334,0.024923632,normal,,,,,,
179,sont,VER,3,0.032714167,0.070952513,normal,,,,,,
179,fous,VER,4,0.067543454,,normal,,,,,,
180,elles,PRO,1,,0.766592613,normal,,,,,,
180,ont,VER,2,0.656324299,0.26322682,normal,,,,,,
180,des,PRP,3,0.132839865,0.228559671,normal,,,,,,
180,jeux,NOU,4,0.39370683,,normal,,,,,,
181,avec,PRP,1,,0.04052333,normal,,,,,,
181,tous,PRO,2,0.089536966,0.016698473,normal,,,,,,
181,les,DET,3,0.008321446,0.555390947,normal,,,,,,
181,porcs,NOU,4,0.790606201,,normal,,,,,,
182,son,DET,1,,0.555390947,normal,,,,,,
182,père,NOU,2,0.790606201,0.024923632,normal,,,,,,
182,était,VER,3,0.032714167,0.241223404,normal,,,,,,
182,jeune,ADJ,4,0.042561628,,normal,,,,,,
183,les,DET,1,,0.555390947,normal,,,,,,
183,sacs,NOU,2,0.790606201,0.024923632,normal,,,,,,
183,vont,VER,3,0.032714167,0.430972389,normal,,,,,,
183,ici,ADV,4,0.237261252,,normal,,,,,,
184,elle,PRO,1,,0.766592613,normal,,,,,,
184,est,VER,2,0.656324299,0.26322682,normal,,,,,,
184,avec,PRP,3,0.132839865,0.04052333,normal,,,,,,
184,lui,PRO,4,0.089536966,,normal,,,,,,
185,son,DET,1,,0.555390947,normal,,,,,,
185,lapin,NOU,2,0.790606201,0.024923632,normal,,,,,,
185,est,VER,3,0.032714167,0.070952513,normal,,,,,,
185,caché,VER,4,0.067543454,,normal,,,,,,
186,vous,PRO,1,,0.766592613,normal,,,,,,
186,devez,VER,2,0.656324299,0.070952513,normal,,,,,,
186,être,VER,3,0.067543454,0.070952513,normal,,,,,,
186,brave,VER,4,0.067543454,,normal,,,,,,
187,être,VER,1,,0.241223404,normal,,,,,,
187,bon,ADJ,2,0.042561628,0.031561027,normal,,,,,,
187,pour,PRP,3,0.089784173,0.04052333,normal,,,,,,
187,moi,PRO,4,0.089536966,,normal,,,,,,
188,leur,DET,1,,0.555390947,normal,,,,,,
188,chien,NOU,2,0.790606201,0.147968044,normal,,,,,,
188,les,PRO,3,0.231217078,0.766592613,normal,,,,,,
188,aime,VER,4,0.656324299,,normal,,,,,,
189,les,DET,1,,0.555390947,normal,,,,,,
189,mecs,NOU,2,0.790606201,0.024923632,normal,,,,,,
189,ont,VER,3,0.032714167,0.070952513,normal,,,,,,
189,gagné,VER,4,0.067543454,,normal,,,,,,
190,nous,PRO,1,,0.766592613,normal,,,,,,
190,avons,VER,2,0.656324299,0.346851145,normal,,,,,,
190,les,DET,3,0.192188223,0.211702128,normal,,,,,,
190,menus,ADJ,4,0.082137899,,normal,,,,,,
191,notre,DET,1,,0.555390947,normal,,,,,,
191,chat,NOU,2,0.790606201,0.024923632,normal,,,,,,
191,était,VER,3,0.032714167,0.241223404,normal,,,,,,
191,fou,ADJ,4,0.042561628,,normal,,,,,,
192,notre,DET,1,,0.211702128,normal,,,,,,
192,belle,ADJ,2,0.082137899,0.056296296,normal,,,,,,
192,mère,NOU,3,0.414676259,0.024923632,normal,,,,,,
192,joue,VER,4,0.032714167,,normal,,,,,,
193,cette,PRO,1,,0.004197531,normal,,,,,,
193,peau,NOU,2,0.003566334,0.024923632,normal,,,,,,
193,est,VER,3,0.032714167,0.241223404,normal,,,,,,
193,laide,ADJ,4,0.042561628,,normal,,,,,,
194,leur,DET,1,,0.211702128,normal,,,,,,
194,bon,ADJ,2,0.082137899,0.056296296,normal,,,,,,
194,roi,NOU,3,0.414676259,0.024923632,normal,,,,,,
194,ira,VER,4,0.032714167,,normal,,,,,,
195,notre,DET,1,,0.555390947,normal,,,,,,
195,reine,NOU,2,0.790606201,0.024923632,normal,,,,,,
195,est,VER,3,0.032714167,0.241223404,normal,,,,,,
195,juste,ADJ,4,0.042561628,,normal,,,,,,
196,notre,DET,1,,0.555390947,normal,,,,,,
196,mur,NOU,2,0.790606201,0.024923632,normal,,,,,,
196,est,VER,3,0.032714167,0.241223404,normal,,,,,,
196,rose,ADJ,4,0.042561628,,normal,,,,,,
197,vous,PRO,1,,0.766592613,normal,,,,,,
197,êtes,VER,2,0.656324299,0.070952513,normal,,,,,,
197,allé,VER,3,0.067543454,0.430972389,normal,,,,,,
197,ici,ADV,4,0.237261252,,normal,,,,,,
198,ce,PRO,1,,0.004197531,normal,,,,,,
198,jean,NOU,2,0.003566334,0.024923632,normal,,,,,,
198,est,VER,3,0.032714167,0.241223404,normal,,,,,,
198,court,ADJ,4,0.042561628,,normal,,,,,,
199,repas,NOU,1,,0.350969094,normal,,,,,,
199,avec,PRP,2,0.241105258,0.050811943,normal,,,,,,
199,des,PRP,3,0.049629061,0.108244681,normal,,,,,,
199,baies,ADJ,4,0.013558455,,normal,,,,,,
200,frère,NOU,1,,0.350969094,normal,,,,,,
200,avec,PRP,2,0.241105258,0.050811943,normal,,,,,,
200,des,PRP,3,0.049629061,0.228559671,normal,,,,,,
200,vélos,NOU,4,0.39370683,,normal,,,,,,
201,les,DET,1,,0.000971952,scrambled,,,,,,
201,sont,VER,2,0.001619621,0.430972389,scrambled,,,,,,
201,loin,ADV,3,0.237261252,0.014567901,scrambled,,,,,,
201,vers,NOU,4,0.027604528,,scrambled,,,,,,
202,ces,PRO,1,,0.766592613,scrambled,,,,,,
202,vont,VER,2,0.656324299,0.029218107,scrambled,,,,,,
202,loups,NOU,3,0.040843302,0.024923632,scrambled,,,,,,
202,voir,VER,4,0.032714167,,scrambled,,,,,,
203,ton,DET,1,,0.000971952,scrambled,,,,,,
203,est,VER,2,0.001619621,0.241223404,scrambled,,,,,,
203,vert,ADJ,3,0.042561628,0.056296296,scrambled,,,,,,
203,mec,NOU,4,0.414676259,,scrambled,,,,,,
204,votre,DET,1,,0.000971952,scrambled,,,,,,
204,était,VER,2,0.001619621,0.430972389,scrambled,,,,,,
204,bonne,ADV,3,0.237261252,0.014567901,scrambled,,,,,,
204,reine,NOU,4,0.027604528,,scrambled,,,,,,
205,votre,DET,1,,0.000971952,scrambled,,,,,,
205,était,VER,2,0.001619621,0.241223404,scrambled,,,,,,
205,grand,ADJ,3,0.042561628,0.056296296,scrambled,,,,,,
205,roi,NOU,4,0.414676259,,scrambled,,,,,,
206,ton,DET,1,,0.000971952,scrambled,,,,,,
206,sera,VER,2,0.001619621,0.241223404,scrambled,,,,,,
206,jeune,ADJ,3,0.042561628,0.056296296,scrambled,,,,,,
206,homme,NOU,4,0.414676259,,scrambled,,,,,,
207,ton,DET,1,,0.013205282,scrambled,,,,,,
207,gros,ADV,2,0.01272559,0.06095529,scrambled,,,,,,
207,est,VER,3,0.101409101,0.029218107,scrambled,,,,,,
207,cou,NOU,4,0.040843302,,scrambled,,,,,,
208,elles,PRO,1,,0.261433368,scrambled,,,,,,
208,lui,PRO,2,0.268426058,0.028810896,scrambled,,,,,,
208,avec,PRP,3,0.013076557,0.058039433,scrambled,,,,,,
208,sont,VER,4,0.106932719,,scrambled,,,,,,
209,cet,PRO,1,,0.766592613,scrambled,,,,,,
209,mange,VER,2,0.656324299,0.123769827,scrambled,,,,,,
209,tout,PRO,3,0.141299319,0.004197531,scrambled,,,,,,
209,ours,NOU,4,0.003566334,,scrambled,,,,,,
210,cet,PRO,1,,0.045738295,scrambled,,,,,,
210,ici,ADV,2,0.02264622,0.06095529,scrambled,,,,,,
210,vit,VER,3,0.101409101,0.029218107,scrambled,,,,,,
210,ours,NOU,4,0.040843302,,scrambled,,,,,,
211,vos,DET,1,,0.211702128,scrambled,,,,,,
211,bruns,ADJ,2,0.082137899,0.056296296,scrambled,,,,,,
211,pieds,NOU,3,0.414676259,0.024923632,scrambled,,,,,,
211,sont,VER,4,0.032714167,,scrambled,,,,,,
212,nos,DET,1,,0.000971952,scrambled,,,,,,
212,sont,VER,2,0.001619621,0.241223404,scrambled,,,,,,
212,sales,ADJ,3,0.042561628,0.056296296,scrambled,,,,,,
212,mains,NOU,4,0.414676259,,scrambled,,,,,,
213,son,DET,1,,0.013205282,scrambled,,,,,,
213,ici,ADV,2,0.01272559,0.06095529,scrambled,,,,,,
213,sera,VER,3,0.101409101,0.029218107,scrambled,,,,,,
213,cou,NOU,4,0.040843302,,scrambled,,,,,,
214,son,DET,1,,0.000971952,scrambled,,,,,,
214,est,VER,2,0.001619621,0.241223404,scrambled,,,,,,
214,noir,ADJ,3,0.042561628,0.056296296,scrambled,,,,,,
214,serf,NOU,4,0.414676259,,scrambled,,,,,,
215,cette,PRO,1,,0.766592613,scrambled,,,,,,
215,sonne,VER,2,0.656324299,0.430972389,scrambled,,,,,,
215,bien,ADV,3,0.237261252,0.014567901,scrambled,,,,,,
215,basse,NOU,4,0.027604528,,scrambled,,,,,,
216,cette,PRO,1,,0.004197531,scrambled,,,,,,
216,fille,NOU,2,0.003566334,0.024923632,scrambled,,,,,,
216,danse,VER,3,0.032714167,0.430972389,scrambled,,,,,,
216,ici,ADV,4,0.237261252,,scrambled,,,,,,
217,cette,PRO,1,,0.766592613,scrambled,,,,,,
217,voit,VER,2,0.656324299,0.430972389,scrambled,,,,,,
217,tout,ADV,3,0.237261252,0.014567901,scrambled,,,,,,
217,fille,NOU,4,0.027604528,,scrambled,,,,,,
218,leur,DET,1,,0.011635985,scrambled,,,,,,
218,les,PRO,2,0.023253124,0.766592613,scrambled,,,,,,
218,voit,VER,3,0.656324299,0.029218107,scrambled,,,,,,
218,fille,NOU,4,0.040843302,,scrambled,,,,,,
219,nos,DET,1,,0.000971952,scrambled,,,,,,
219,vont,VER,2,0.001619621,0.070952513,scrambled,,,,,,
219,rire,VER,3,0.067543454,0.029218107,scrambled,,,,,,
219,rois,NOU,4,0.040843302,,scrambled,,,,,,
220,tous,PRO,1,,0.045738295,scrambled,,,,,,
220,mal,ADV,2,0.02264622,0.1484994,scrambled,,,,,,
220,ici,ADV,3,0.142873643,0.06095529,scrambled,,,,,,
220,sont,VER,4,0.101409101,,scrambled,,,,,,
221,joue,NOU,1,,0.202393617,scrambled,,,,,,
221,amie,ADJ,2,0.050827095,0.008945611,scrambled,,,,,,
221,une,DET,3,0.025611511,0.013357779,scrambled,,,,,,
221,avec,PRP,4,0.011800093,,scrambled,,,,,,
222,cet,PRO,1,,0.261433368,scrambled,,,,,,
222,vous,PRO,2,0.268426058,0.028810896,scrambled,,,,,,
222,pour,PRP,3,0.013076557,0.228559671,scrambled,,,,,,
222,écran,NOU,4,0.39370683,,scrambled,,,,,,
223,les,DET,1,,0.211702128,scrambled,,,,,,
