FFDr	FFDp	SFD	GZD	TVT	SKP	nfp	nsp	nap	s1	s2	nlett1	ISL	OSL	f	pred	ILP	haveFixation	haveFirstPass
148	0	148	148	148	0	1	0	1	0	1	5	5.762253	6.706859	3.825556	0.014706	0.5997935	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.878413	0.220588	0	0	0
172	0	172	172	172	0	1	0	1	1	0	3	6.706859	5.935468	6.475158	0.029412	0.076405	1	1
144	0	144	144	144	0	1	0	1	0	1	5	5.935468	7.424728	4.215373	0.014706	0.373514666666667	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	6.203778	0	0	0	0
196	196	0	382	382	0	2	0	2	1	0	6	7.424728	8.850043	3.952841	0.044118	0.0951165714285714	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.93638	0.294118	0	0	0
0	0	0	198	198	0	0	0	0	1	0	8	8.850043	0	3.887054	0.686567	0	1	1
0	0	0	154	154	0	0	0	0	0	0	3	0	5.460639	5.425435	0.219178	0	1	1
182	0	182	182	182	0	1	0	1	0	0	9	5.460639	9.808901	4.199042	0	0.3523626	1	1
186	0	186	186	186	0	1	0	1	0	0	3	9.808901	6.280494	5.460754	0.123288	0.83313175	1	1
128	0	128	128	128	0	1	0	1	0	1	5	6.280494	7.431199	5.39066	0.111111	0.9355035	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	4.136752	0.097222	0	0	0
124	124	0	208	208	0	2	0	2	0	0	4	7.431199	6.472888	4.202597	0.055556	0.208844	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.703461	0.902778	0	0	0
0	0	0	74	74	0	0	0	0	0	0	6	6.472888	0	3.185542	0.361111	0	1	1
0	0	0	156	156	0	0	0	0	0	0	3	0	4.756395	5.698007	0.2	0	1	1
182	0	182	182	182	0	1	0	1	0	0	12	4.756395	12.097883	3.844539	0	0.121752615384615	1	1
150	0	150	150	150	0	1	0	1	0	0	4	12.097883	6.892908	5.456419	0	0.1361334	1	1
234	0	234	234	234	0	1	0	1	0	0	6	6.892908	10.15083	2.819544	0	0.367653571428571	1	1
280	0	280	280	280	0	1	0	1	0	0	5	10.15083	6.407941	5.084004	0.0875	0.9540675	1	1
152	0	152	152	152	0	1	0	1	0	0	9	6.407941	10.254389	2.158362	0.0625	0.6132346	1	1
0	0	0	294	294	0	0	0	0	0	0	13	10.254389	0	2.52763	0.0625	0	1	1
0	0	0	232	232	0	0	0	0	0	0	2	0	6.711351	4.809425	0.015385	0	1	1
166	0	166	166	166	0	1	0	1	0	0	6	6.711351	5.683377	3.737829	0.061538	0.685642571428571	1	1
182	0	182	182	182	0	1	0	1	0	1	7	5.683377	9.086243	3.21272	0.015385	0.435359375	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.475158	0.723077	0	0	0
136	136	0	284	284	0	2	0	2	1	0	7	9.086243	8.692511	3.634578	0.015385	0.07113975	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	6.203778	0.015385	0	0	0
178	0	178	178	178	0	1	0	1	1	1	3	8.692511	9.490868	6.509479	0.246154	0.489513	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	4.166015	0.415385	0	0	0
0	0	0	108	108	0	0	0	0	1	0	6	9.490868	0	3.9266	0.446154	0	1	1
0	0	0	218	218	0	0	0	0	0	0	6	0	7.316075	2.912753	0	0	1	1
168	0	168	168	168	0	1	0	1	0	1	5	7.316075	6.6156	4.304016	0.121622	0.613459	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.878413	0.013514	0	0	0
128	0	128	128	128	0	1	0	1	1	0	3	6.6156	7.549129	6.509479	0.162162	0.0740885	1	1
214	0	214	214	214	0	1	0	1	0	0	6	7.549129	7.668343	3.593729	0	0.549354714285714	1	1
176	0	176	176	176	0	1	0	1	0	0	6	7.668343	9.191213	4.219951	0.013514	0.644832285714286	1	1
0	0	0	86	86	0	0	0	0	0	0	10	9.191213	0	3.871865	0.931507	0	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.326188	0.112676	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5	0	0	2.167317	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	3.940317	0.028169	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.392076	0.901408	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.078625	0.507042	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12	0	0	1.973128	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.577601	0.056338	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	4.974926	0.112676	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7	0	0	2.810904	0.014085	0	0	0
0	0	0	278	278	0	0	0	0	0	0	3	0	5.281311	5.326188	0.188406	0	1	1
280	0	280	280	280	0	1	0	1	0	1	4	5.281311	5.066786	4.719049	0	0.8279048	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.784187	0.115942	0	0	0
140	0	140	140	140	0	1	0	1	0	0	5	5.066786	6.269777	4.401021	0	0.034385	1	1
138	0	138	138	138	0	1	0	1	0	0	4	6.269777	5.942852	5.48364	0	0.0952174	1	1
132	132	0	234	234	0	2	0	2	0	0	5	5.942852	9.042012	2.475671	0	0.236489833333333	1	1
0	0	0	158	158	0	0	0	0	0	0	13	9.042012	0	1.69897	0.028986	0	1	1
0	0	0	192	192	0	0	0	0	0	0	3	0	6.079343	5.698007	0.352113	0	1	1
218	0	218	218	218	0	1	0	1	0	0	6	6.079343	8.511929	3.34772	0	0.580308	1	1
328	0	328	328	328	0	1	0	1	0	1	6	8.511929	5.811521	4.219951	0	0.796297857142857	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.703461	0.014085	0	0	0
132	0	132	132	132	0	1	0	1	1	0	3	5.811521	6.38304	6.475158	0.225352	0.0964015	1	1
160	0	160	160	160	0	1	0	1	0	1	6	6.38304	10.312009	2.690196	0	0.395520857142857	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.840556	0.314286	0	0	0
0	0	0	224	224	0	1	0	1	1	0	3	10.312009	0	6.509479	0.885714	0	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	4.610532	0.929577	0	0	0
0	0	0	204	204	0	0	0	0	0	0	3	0	5.450051	5.698007	0.256757	0	1	1
194	0	194	194	194	0	1	0	1	0	0	10	5.450051	11.442929	3.770189	0	0.304639181818182	1	1
218	0	218	218	218	0	1	0	1	0	0	3	11.442929	4.817322	5.460754	0.189189	0.94849	1	1
130	0	130	130	130	0	1	0	1	0	0	5	4.817322	6.323903	5.122055	0.040541	0.768547	1	1
126	0	126	126	126	0	1	0	1	0	0	5	6.323903	6.423148	4.43022	0.216216	0.822530833333333	1	1
0	0	0	224	224	0	1	0	1	0	0	12	6.423148	0	2.672098	0.082192	0	1	1
0	0	0	0	0	0	0	0	0	0	0	7	0	0	3.618153	0.150685	0	0	0
0	0	0	174	174	0	0	0	0	0	0	3	0	3.501024	5.698007	0.205479	0	1	1
134	0	134	134	134	0	1	0	1	0	0	7	3.501024	6.854627	4.877884	0.041096	0.207431625	1	1
116	116	0	286	286	0	2	0	2	0	0	8	6.854627	11.087987	2.394452	0	0.05712	1	1
216	0	216	216	216	0	1	0	1	0	0	6	11.087987	5.351789	4.989521	0.054795	0.844334285714286	1	1
202	0	202	202	202	0	1	0	1	0	1	5	5.351789	6.758241	5.059904	0	0.710354833333333	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.781731	0.097222	0	0	0
126	126	0	236	236	0	2	0	2	1	0	4	6.758241	7.090286	4.380175	0.027778	0.204074	1	1
0	0	0	72	72	0	0	0	0	0	0	9	7.090286	0	4.011909	0.111111	0	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.698007	0.253521	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7	0	0	3.904229	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7	0	0	4.170379	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.676708	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10	0	0	3.021189	0.014085	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.475158	0.056338	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5	0	0	3.33686	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	10	0	0	3.269513	0.042857	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.462334	0.1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11	0	0	2.692847	0.528571	0	0	0
0	0	0	204	204	0	0	0	0	0	0	3	0	6.68464	5.326188	0.230769	0	1	1
136	0	136	136	136	0	1	0	1	0	0	5	6.68464	5.973879	3.53428	0	0.648120833333333	1	1
160	0	160	160	160	0	1	0	1	0	0	6	5.973879	6.851387	3.751587	0.261538	0.551800571428571	1	1
218	0	218	218	218	0	1	0	1	0	0	4	6.851387	6.274577	4.695963	0	0.7427982	1	1
156	0	156	156	156	0	1	0	1	0	1	6	6.274577	6.940208	3.621592	0	0.712652571428571	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.703793	0.876923	0	0	0
0	0	0	408	408	0	0	0	0	1	0	12	6.940208	0	3.464191	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.425435	0.315789	0	0	0
0	0	0	366	366	0	2	0	2	0	0	9	0	12.175133	2.378398	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.208495	0.035088	0	0	0
240	240	0	392	392	0	2	0	2	1	0	5	12.175133	6.572301	5.912923	0.105263	0.186088	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.893774	0.122807	0	0	0
130	0	130	130	130	0	1	0	1	0	0	4	6.572301	8.105422	4.255176	0.368421	0.4271794	1	1
0	0	0	48	48	0	0	0	0	0	0	8	8.105422	0	3.06558	0.754386	0	1	1
0	0	0	368	368	0	0	0	0	0	0	2	0	6.937971	5.23162	0.044776	0	1	1
164	0	164	164	164	0	1	0	1	0	1	5	6.937971	5.102337	4.493974	0	0.882249333333333	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	6.203778	0.044776	0	0	0
168	0	168	168	168	0	1	0	1	0	0	5	5.102337	8.648664	2.638489	0	0.232638833333333	1	1
212	0	212	212	212	0	1	0	1	0	1	7	8.648664	8.565526	3.34772	0.409091	0.505562125	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.893774	0.484848	0	0	0
0	0	0	148	148	0	0	0	0	1	0	4	8.565526	0	5.19869	0.030303	0	1	1
0	0	0	284	284	0	0	0	0	0	0	9	0	7.683466	3.800511	0	0	1	1
182	0	182	182	182	0	1	0	1	0	1	4	7.683466	6.742823	4.764049	0.1	0.3271978	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.73672	0.957143	0	0	0
188	188	0	336	336	0	2	0	2	1	0	5	6.742823	6.683553	4.924703	0.114286	0.0631353333333333	1	1
298	0	298	298	298	0	1	0	1	0	0	12	6.683553	12.281709	2.732394	0	0.371222692307692	1	1
160	0	160	160	160	0	1	0	1	0	0	4	12.281709	5.304111	4.947169	0.1	0.8215208	1	1
0	0	0	138	138	0	0	0	0	0	0	7	5.304111	0	3.743902	0	0	1	1
0	0	0	246	246	0	0	0	0	0	0	4	0	5.905354	4.690249	0	0	1	1
152	0	152	152	152	0	1	0	1	0	1	5	5.905354	9.825949	4.06989	0.013514	0.592288	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	4.762363	0.797297	0	0	0
196	0	196	196	196	0	1	0	1	1	0	7	9.825949	9.322898	1.653213	0	0.297459625	1	1
246	0	246	246	246	0	1	0	1	0	1	6	9.322898	13.422516	3.613525	0.378378	0.528939285714286	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.434424	0.108108	0	0	0
184	0	184	184	184	0	1	0	1	1	1	8	13.422516	8.966826	2.32838	0	0.680565666666667	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	4.773296	0.337838	0	0	0
0	0	0	200	200	0	1	0	1	1	0	3	8.966826	0	5.970848	0.054054	0	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	3.390228	0	0	0	0
0	0	0	252	252	0	0	0	0	0	1	2	0	7.494808	5.233014	0.016129	0	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.878413	0.354839	0	0	0
144	0	144	144	144	0	1	0	1	1	0	3	7.494808	6.8428	5.784187	0.16129	0.5618635	1	1
236	0	236	236	236	0	1	0	1	0	0	8	6.8428	6.842153	2.49276	0.064516	0.565583777777778	1	1
216	0	216	216	216	0	1	0	1	0	1	3	6.842153	7.238519	5.565319	0.032258	0.73310175	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.419771	0.032258	0	0	0
180	0	180	180	180	0	1	0	1	1	0	5	7.238519	7.189074	5.471258	0.048387	0.361821	1	1
0	0	0	60	60	0	0	0	0	0	0	6	7.189074	0	2.987666	0.080645	0	1	1
0	0	0	228	228	0	0	0	0	0	0	3	0	7.140103	4.509324	0	0	1	1
136	0	136	136	136	0	1	0	1	0	1	5	7.140103	9.017726	3.705008	0	0.933231166666667	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	4.980408	0.763889	0	0	0
224	0	224	224	224	0	1	0	1	0	1	5	9.017726	8.292797	3.715418	0	0.602852166666667	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.509479	0.338028	0	0	0
148	148	0	392	392	0	2	0	2	1	0	9	8.292797	9.764731	2.926857	0	0.190991	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.115068	0.014085	0	0	0
164	164	0	342	342	0	2	0	2	1	0	8	9.764731	9.67955000000001	2.861534	0	0.216519888888889	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.303174	0.366197	0	0	0
198	198	0	352	352	0	2	0	2	1	0	4	9.67955000000001	0	2.598791	0.042254	0.3784006	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.840556	0.885714	0	0	0
0	0	0	186	186	0	0	0	0	0	0	3	0	7.101926	4.600243	0	0	1	1
136	136	0	264	264	0	2	0	2	0	0	10	7.101926	7.820934	3.355643	0	0.317803	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	4.166015	0	0	0	0
248	0	248	248	248	0	1	0	1	1	0	4	7.820934	6.272905	5.208495	0.275362	0.3068952	1	1
140	0	140	140	140	0	1	0	1	0	1	3	6.272905	6.696102	5.422478	0.855072	0.70184525	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.902784	0.188406	0	0	0
134	134	0	254	254	0	2	0	2	1	0	5	6.696102	7.51036	5.912923	0.536232	0.0839138333333333	1	1
0	0	0	148	148	0	0	0	0	0	0	14	7.51036	0	2.957128	0.449275	0	1	1
0	0	0	176	176	0	0	0	0	0	0	3	0	4.187682	4.509324	0.015152	0	1	1
148	0	148	148	148	0	1	0	1	0	1	3	4.187682	7.670815	5.970848	0	0.335107	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	4.084004	0	0	0	0
126	0	126	126	126	0	1	0	1	1	0	3	7.670815	6.27232	5.460754	0.060606	0.00281075	1	1
218	0	218	218	218	0	1	0	1	0	1	2	6.27232	7.155243	5.776456	0.469697	0.761187666666667	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	5.145433	0.015152	0	0	0
134	134	0	284	284	0	2	0	2	0	0	8	7.155243	9.072955	2.369216	0	0.0487562222222222	1	1
0	0	0	154	154	0	0	0	0	0	0	10	9.072955	0	3.554126	0.076923	0	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.23162	0.088235	0	0	0
0	0	0	520	520	0	1	0	1	0	0	3	0	3.959619	5.878413	0.117647	0	1	1
180	0	180	180	180	0	1	0	1	0	0	3	3.959619	3.949638	5.314105	0	0.7391435	1	1
220	0	220	220	220	0	1	0	1	0	1	4	3.949638	8.96813	4.333185	0	0.5812424	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.462334	0	0	0	0
152	0	152	152	152	0	1	0	1	1	0	5	8.96813	4.591825	4.0086	0	0.312390333333333	1	1
100	0	100	100	100	0	1	0	1	0	0	6	4.591825	10.086958	4.078094	0.117647	0.0665952857142857	1	1
0	0	0	204	204	0	0	0	0	0	0	11	10.086958	0	2.348305	0	0	1	1
0	0	0	204	204	0	0	0	0	0	0	3	0	6.984558	5.425435	0.175676	0	1	1
192	0	192	192	192	0	1	0	1	0	0	9	6.984558	8.118464	2.482874	0	0.4769444	1	1
204	0	204	204	204	0	1	0	1	0	0	4	8.118464	5.908866	4.80345	0.013514	0.5775816	1	1
186	0	186	186	186	0	1	0	1	0	1	4	5.908866	6.122814	5.465099	0.040541	0.7593548	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.130896	0.027397	0	0	0
194	0	194	194	194	0	1	0	1	1	0	7	6.122814	12.034669	4.078348	0.013699	0.1149485	1	1
0	0	0	184	184	0	1	0	1	0	0	7	12.034669	0	3.550351	0.287671	0	1	1
0	0	0	0	0	0	0	0	0	0	0	7	0	0	5.51737	0.726027	0	0	0
0	0	0	210	210	0	0	0	0	0	0	3	0	6.14988	4.834955	0	0	1	1
136	0	136	136	136	0	1	0	1	0	0	9	6.14988	9.20395	2.653213	0	0.4630515	1	1
162	0	162	162	162	0	1	0	1	0	1	3	9.20395	5.788621	5.878413	0.236842	0.95861625	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.509479	0.026316	0	0	0
148	148	0	360	360	0	2	0	2	0	0	7	5.788621	8.861288	1.724276	0.013158	0.20288575	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.509479	0.039474	0	0	0
0	0	0	364	364	0	0	0	0	1	0	12	8.861288	0	3.279439	0.013158	0	1	1
0	0	0	234	234	0	0	0	0	0	0	2	0	5.818949	3.27485	0	0	1	1
158	0	158	158	158	0	1	0	1	0	0	5	5.818949	6.569809	4.122019	0	0.502742666666667	1	1
216	0	216	216	216	0	1	0	1	0	1	6	6.569809	8.176389	4.455682	0	0.512323571428571	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.475158	0.611111	0	0	0
216	216	0	362	362	0	2	0	2	1	0	6	8.176389	7.017547	2.561101	0.013889	0.108950571428571	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.721646	0.013889	0	0	0
154	154	0	356	356	0	2	0	2	0	0	11	7.017547	9.48635	1.623249	0.027778	0.296924583333333	1	1
0	0	0	106	106	0	0	0	0	0	0	8	9.48635	0	3.372728	0.291667	0	1	1
0	0	0	202	202	0	0	0	0	0	0	3	0	5.485885	5.326188	0.1	0	1	1
168	0	168	168	168	0	1	0	1	0	1	4	5.485885	6.259786	4.286254	0.014286	0.6310714	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.115068	0	0	0	0
186	186	0	292	292	0	2	0	2	1	0	6	6.259786	7.898748	2.552668	0	0.0593061428571429	1	1
150	0	150	150	150	0	1	0	1	0	0	9	7.898748	10.538863	4.206529	0	0.5689	1	1
390	390	0	438	438	0	2	0	2	0	0	8	10.538863	9.851835	1.724276	0.014286	0.691984777777778	1	1
182	0	182	182	182	0	1	0	1	0	1	4	9.851835	12.575517	4.690426	0.014286	0.7807142	1	1
0	0	0	0	0	0	0	0	0	0	0	6	0	0	4.627755	0.271429	0	0	0
0	0	0	106	106	0	0	0	0	1	0	6	12.575517	0	3.9266	0.128571	0	1	1
0	0	0	320	320	0	0	0	0	0	0	7	0	6.319609	3.016616	0	0	1	1
0	0	0	494	494	0	2	0	2	0	0	4	6.319609	11.978059	5.878413	0.816901	0	1	1
0	0	0	0	164	1	0	1	1	1	1	4	0	0	4.255586	0.774648	0	1	0
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.422478	0.450704	0	0	0
154	154	0	466	466	0	2	0	2	1	0	6	11.978059	11.48661	4.970272	0	0.0727427142857143	1	1
94	0	94	94	94	0	1	0	1	1	1	2	12.579476	8.395505	5.676708	0.084507	0.338416	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.902784	0.732394	0	0	0
0	0	0	62	62	0	0	0	0	1	0	7	8.395505	0	3.727785	0.873239	0	1	1
0	0	0	328	328	0	0	0	0	0	0	7	0	8.263546	2.544068	0	0	1	1
166	0	166	166	166	0	1	0	1	0	1	6	8.263546	8.330109	4.151952	0	0.637751	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.748614	0.027397	0	0	0
142	142	0	350	350	0	2	0	2	1	0	12	8.330109	13.743798	3.725993	0	0.0611050769230769	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.840556	0.575342	0	0	0
0	0	0	174	174	0	1	0	1	1	0	3	13.743798	0	6.475158	0.780822	0	1	1
0	0	0	0	0	0	0	0	0	0	0	6	0	0	3.188647	0.931507	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.13798	0	0	0	0
0	0	0	364	364	0	1	0	1	0	0	5	0	6.15028	5.3386	0.097222	0	1	1
126	126	0	258	258	0	2	0	2	0	0	7	6.15028	6.484409	3.584218	0	0.0226025	1	1
186	186	0	254	254	0	2	0	2	0	0	12	6.484409	7.678228	2.962369	0	0.276364769230769	1	1
166	0	166	166	166	0	1	0	1	0	0	4	7.678228	5.250931	5.447343	0.027778	0.9828514	1	1
124	0	124	124	124	0	1	0	1	0	0	5	5.250931	4.969408	3.082426	0.013889	0.860864666666667	1	1
132	0	132	132	132	0	1	0	1	0	0	7	4.969408	11.076263	3.34557	0.333333	0.5168245	1	1
0	0	0	132	132	0	0	0	0	0	0	12	11.076263	0	2.93902	0.410959	0	1	1
0	0	0	182	182	0	0	0	0	0	0	3	0	5.851602	5.437963	0.057971	0	1	1
224	0	224	224	224	0	1	0	1	0	0	5	5.851602	4.725888	3.269046	0	0.7026785	1	1
228	0	228	228	228	0	1	0	1	0	1	2	4.725888	7.214806	5.73672	0.173913	0.980653	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.703461	0.014493	0	0	0
170	0	170	170	170	0	1	0	1	0	0	5	7.214806	7.949591	5.39066	0.217391	0.5261275	1	1
0	0	0	118	118	0	1	0	1	0	0	5	7.949591	0	4.136752	0.826087	0	1	1
0	0	0	0	0	0	0	0	0	0	0	6	0	0	4.014898	0.712329	0	0	0
0	0	0	218	218	0	0	0	0	0	0	4	0	5.915498	4.57344	0	0	1	1
202	0	202	202	202	0	1	0	1	0	0	3	5.915498	4.063399	5.565319	0	0.76398525	1	1
106	0	106	106	106	0	1	0	1	0	0	3	4.063399	5.465679	5.314105	0.944444	0.779835	1	1
178	0	178	178	178	0	1	0	1	0	1	5	5.465679	7.00102	4.464788	0.013889	0.764169833333333	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.748614	0.013889	0	0	0
154	0	154	154	154	0	1	0	1	1	1	6	7.00102	10.47962	4.085612	0.013889	0.0837198571428571	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.93638	0.069444	0	0	0
248	248	0	336	336	0	2	0	2	1	0	8	10.47962	5.691914	3.272074	0.791667	0.00729544444444444	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	6.203778	0.138889	0	0	0
184	0	184	184	184	0	1	0	1	0	0	6	5.691914	5.855961	4.603469	0.152778	0.319164142857143	1	1
0	0	0	182	182	0	0	0	0	0	0	6	5.855961	0	3.471732	0.833333	0	1	1
0	0	0	162	162	0	0	0	0	0	0	3	0	6.08725	4.613303	0	0	1	1
140	0	140	140	140	0	1	0	1	0	0	3	6.08725	5.218231	5.83478	0.223881	0.99508925	1	1
118	0	118	118	118	0	1	0	1	0	1	5	5.218231	6.279408	3.422261	0	0.866431333333333	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.878413	0.059701	0	0	0
178	0	178	178	178	0	1	0	1	0	0	5	6.279408	7.586506	5.912923	0.253731	0.246332666666667	1	1
154	0	154	154	154	0	1	0	1	0	1	4	7.586506	8.878939	5.180948	0.029851	0.6129004	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	6.035134	0.671642	0	0	0
0	0	0	216	216	0	0	0	0	1	0	9	8.878939	0	2.049218	0	0	1	1
0	0	0	190	190	0	0	0	0	0	0	3	0	5.667975	5.280685	0.013889	0	1	1
328	0	328	328	328	0	1	0	1	0	0	7	5.667975	8.938191	1.70757	0	0.44101875	1	1
256	0	256	256	256	0	1	0	1	0	0	4	8.938191	4.506864	5.065053	0.986111	0.8932682	1	1
130	0	130	130	130	0	1	0	1	0	0	5	4.506864	7.100504	5.122055	0	0.662200833333333	1	1
142	0	142	142	142	0	1	0	1	0	1	5	7.100504	6.990908	4.891961	0.208333	0.845618166666667	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.703461	0.597222	0	0	0
244	0	244	244	244	0	1	0	1	0	0	5	6.990908	6.635491	3.482731	0.041667	0.344102833333333	1	1
154	0	154	154	154	0	1	0	1	0	1	4	6.635491	9.677257	4.980408	0.013889	0.5400216	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.434424	0.361111	0	0	0
0	0	0	148	148	0	0	0	0	1	0	7	9.677257	0	3.304275	0.166667	0	1	1
0	0	0	218	218	0	0	0	0	0	0	3	0	6.506587	5.425435	0.253968	0	1	1
138	0	138	138	138	0	1	0	1	0	0	5	6.506587	6.471553	4.560719	0.015873	0.6222625	1	1
182	0	182	182	182	0	1	0	1	0	1	4	6.471553	7.697848	3.547898	0	0.8410256	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.456419	0.031746	0	0	0
168	0	168	168	168	0	1	0	1	0	1	9	7.697848	12.123748	2.357935	0	0.1902976	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.703793	0.079365	0	0	0
174	174	0	394	394	0	3	0	3	1	0	9	12.123748	5.906923	1.819544	0.015873	0.0026724	1	1
0	0	0	126	126	0	0	0	0	0	0	8	5.906923	0	3.067443	0.650794	0	1	1
0	0	0	222	222	0	0	0	0	0	0	4	0	7.582907	3.852907	0	0	1	1
178	0	178	178	178	0	1	0	1	0	1	7	7.582907	8.032483	3.138303	0	0.594475625	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	4.621955	0.034483	0	0	0
222	0	222	222	222	0	1	0	1	1	0	2	8.032483	6.026649	5.73672	0.844828	0.262762666666667	1	1
212	0	212	212	212	0	1	0	1	0	0	5	6.026649	5.965518	4.924703	0.189655	0.635822833333333	1	1
110	0	110	110	110	0	1	0	1	0	0	6	5.965518	8.051442	3.629308	0	0.540065	1	1
0	0	0	58	58	0	0	0	0	0	0	7	8.051442	0	3.229938	0.448276	0	1	1
0	0	0	220	220	0	0	0	0	0	0	4	0	4.370256	2.155336	0	0	1	1
128	0	128	128	128	0	1	0	1	0	0	5	4.370256	5.245653	3.728841	0	0.142795166666667	1	1
220	0	220	220	220	0	1	0	1	0	0	2	5.245653	4.574388	6.203778	0.175676	0.0341413333333333	1	1
138	0	138	138	138	0	1	0	1	0	0	3	4.574388	6.498034	6.509479	0.594595	0.419203	1	1
216	0	216	216	216	0	1	0	1	0	0	9	6.498034	10.926282	2.30963	0.013514	0.4174846	1	1
192	0	192	192	192	0	1	0	1	0	0	5	10.926282	5.625434	4.246178	0.013514	0.850188	1	1
128	0	128	128	128	0	1	0	1	0	0	7	5.625434	8.570786	4.432504	0	0.59082025	1	1
0	0	0	88	88	0	0	0	0	0	0	7	8.570786	0	3.7091	0.432432	0	1	1
0	0	0	200	200	0	0	0	0	0	0	4	0	6.091724	4.690249	0.012987	0	1	1
