FFDr	FFDp	SFD	GZD	TVT	SKP	nfp	nsp	nap	s1	s2	nlett1	ISL	OSL	f	pred	ILP	haveFixation	haveFirstPass
332	0	332	332	332	0	1	0	1	0	0	3	4.110859	5.720427	6.475158	0.305556	0.8142445	1	1
194	0	194	194	194	0	1	0	1	0	0	9	5.720427	10.265291	2.778874	0.027778	0.4977405	1	1
340	0	340	340	340	0	1	0	1	0	0	12	10.265291	12.83125	2.857332	0	0.403284307692308	1	1
0	0	0	174	174	0	0	0	0	0	0	11	12.83125	0	3.34262	0.736111	0	1	1
0	0	0	168	168	0	0	0	0	0	0	3	0	3.742039	5.698007	0.180556	0	1	1
224	0	224	224	224	0	1	0	1	0	0	4	3.742039	5.405155	3.967642	0	0.1475744	1	1
196	0	196	196	196	0	1	0	1	0	0	6	5.405155	7.045332	4.6832	0	0.163289571428571	1	1
262	0	262	262	262	0	1	0	1	0	0	3	7.045332	5.103067	5.784187	0	0.29708975	1	1
208	0	208	208	208	0	1	0	1	0	0	8	5.103067	9.976859	2.190332	0	0.254602888888889	1	1
206	0	206	206	206	0	1	0	1	0	1	3	9.976859	8.164448	6.434424	0.888889	0.81707125	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	5.748614	0.263889	0	0	0
0	0	0	222	222	0	0	0	0	0	0	11	8.164448	0	0.69897	0	0	1	1
0	0	0	262	262	0	0	0	0	0	0	4	0	5.76927	4.007364	0	0	1	1
122	0	122	122	122	0	1	0	1	0	0	6	5.76927	6.62093	4.627755	0.054795	0.543110857142857	1	1
218	0	218	218	218	0	1	0	1	0	0	4	6.62093	4.818622	5.456419	0.027397	0.6845412	1	1
246	0	246	246	246	0	1	0	1	0	0	4	4.818622	5.078944	5.414248	0.013699	0.6482656	1	1
208	0	208	208	208	0	1	0	1	0	0	4	5.078944	5.585509	5.748614	0.013699	0.6640544	1	1
418	0	418	418	418	0	1	0	1	0	0	9	5.585509	9.252285	2.588832	0.027397	0.3905781	1	1
312	0	312	312	312	0	1	0	1	0	1	3	9.252285	13.233399	5.93638	0.191781	0.7895165	1	1
0	0	0	0	0	0	0	0	0	0	0	8	0	0	2.661813	0.150685	0	0	0
0	0	0	248	248	0	0	0	0	0	0	11	13.233399	0	3.090611	0.232877	0	1	1
0	0	0	214	214	0	0	0	0	0	0	3	0	4.592642	5.698007	0.234375	0	1	1
152	152	0	266	266	0	2	0	2	0	0	11	4.592642	9.269527	2.775246	0	0.170285083333333	1	1
250	0	250	250	250	0	1	0	1	0	1	3	9.269527	9.01414	6.509479	0.5	0.63463325	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	4.009111	0.063492	0	0	0
212	0	212	212	212	0	1	0	1	1	0	3	9.01414	4.465184	5.878413	0.460317	0.88816825	1	1
182	0	182	182	182	0	1	0	1	0	0	4	4.465184	3.917749	4.711698	0.015873	0.8035714	1	1
154	0	154	154	154	0	1	0	1	0	1	10	3.917749	12.340962	2.012837	0	0.266873272727273	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.703461	0.84127	0	0	0
202	0	202	202	202	0	1	0	1	1	0	3	12.340962	7.748432	6.475158	0.698413	0.069142	1	1
180	0	180	180	180	0	1	0	1	0	0	10	7.748432	10.623159	2.989895	0	0.365909090909091	1	1
172	0	172	172	172	0	1	0	1	0	0	3	10.623159	4.24910299999999	5.93638	0.587302	0.91203975	1	1
0	0	0	140	140	0	0	0	0	0	0	7	4.24910299999999	0	2.356026	0.539683	0	1	1
0	0	0	202	202	0	0	0	0	0	0	5	0	4.250645	3.715669	0	0	1	1
124	124	0	206	206	0	2	0	2	0	0	6	4.250645	6.047203	3.361161	0.014706	0.0509408571428571	1	1
210	0	210	210	210	0	1	0	1	0	0	5	6.047203	6.073294	4.986248	0.029412	0.355224833333333	1	1
280	0	280	280	280	0	1	0	1	0	0	4	6.073294	7.123053	4.802787	0	0.4409286	1	1
136	0	136	136	136	0	1	0	1	0	0	7	7.123053	7.485835	3.437909	0.014706	0.540962	1	1
202	0	202	202	202	0	1	0	1	0	0	3	7.485835	4.42203	6.509479	0.838235	0.95338275	1	1
202	0	202	202	202	0	1	0	1	0	0	10	4.42203	12.987677	3.378761	0.014706	0.385051	1	1
0	0	0	454	454	0	0	0	0	0	0	14	12.987677	0	2.790988	0.323529	0	1	1
0	0	0	298	298	0	0	0	0	0	0	10	0	10.269288	2.004321	0	0	1	1
226	0	226	226	226	0	1	0	1	0	0	5	10.269288	6.264601	3.620552	0	0.373955333333333	1	1
178	0	178	178	178	0	1	0	1	0	1	3	6.264601	5.015637	5.460754	0.013889	0.62708325	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.776456	0.408451	0	0	0
178	0	178	178	178	0	1	0	1	1	0	6	5.015637	11.255158	3.915611	0.028169	0.0748528571428572	1	1
218	0	218	218	218	0	1	0	1	0	0	6	11.255158	5.481046	4.279119	0.028169	0.682732571428571	1	1
0	0	0	172	172	0	0	0	0	0	0	7	5.481046	0	4.726271	0.633803	0	1	1
0	0	0	432	432	0	0	0	0	0	0	3	0	5.951793	4.36929	0	0	1	1
152	0	152	152	152	0	1	0	1	0	0	6	5.951793	4.107636	3.904553	0	0.677929142857143	1	1
138	0	138	138	306	0	1	1	2	0	0	3	4.107636	5.282172	6.434424	0.012821	0.463285	1	1
278	278	0	278	496	0	1	1	2	0	0	3	5.282172	4.477574	5.781731	0.012821	0.783828	1	1
144	0	144	144	144	0	1	0	1	0	0	6	3.715977	7.879129	4.989521	0.025641	0.421395571428571	1	1
248	0	248	248	248	0	1	0	1	0	0	6	7.879129	6.485558	2.889302	0	0.546985428571429	1	1
0	0	0	196	196	0	0	0	0	0	0	9	6.485558	0	3.189771	0.653846	0	1	1
0	0	0	230	230	0	0	0	0	0	0	4	0	5.140362	4.57344	0	0	1	1
184	184	0	364	548	0	2	1	3	0	0	10	5.140362	8.206616	2.521138	0	0.182048727272727	1	1
156	156	0	156	156	0	1	0	1	0	0	5	8.206616	5.859589	3.872622	0.083333	0.296118166666667	1	1
144	144	0	296	296	0	2	0	2	1	0	3	10.117486	3.122984	5.460754	0.083333	0.0086515	1	1
182	0	182	182	182	0	1	0	1	0	0	4	3.122984	6.255662	5.902784	0.066667	0.4694872	1	1
156	0	156	156	156	0	1	0	1	0	0	4	6.255662	5.48586599999999	3.616476	0	0.7206196	1	1
148	0	148	148	148	0	1	0	1	0	0	9	5.48586599999999	10.047862	3.261025	0	0.4088964	1	1
0	0	0	272	272	0	0	0	0	0	0	13	10.047862	0	2.677607	0.216667	0	1	1
0	0	0	164	164	0	0	0	0	0	0	3	0	4.00752	5.698007	0.21519	0	1	1
192	0	192	192	192	0	1	0	1	0	0	9	4.00752	8.5	2.826075	0	0.195	1	1
116	116	0	282	282	0	2	0	2	0	0	8	8.5	7.440334	4.019449	0	0.05	1	1
278	0	278	278	278	0	1	0	1	0	0	3	7.440334	5.425543	6.078625	0.24359	0.63166975	1	1
120	0	120	120	120	0	1	0	1	0	1	9	5.425543	10.368311	2.426511	0	0.3952222	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	5.893774	0.24359	0	0	0
194	0	194	194	194	0	1	0	1	1	0	3	10.368311	6.208832	6.509479	0.282051	0.08013325	1	1
0	0	0	126	126	0	0	0	0	0	0	5	6.208832	0	4.980408	0.551282	0	1	1
0	0	0	158	158	0	0	0	0	0	0	3	0	3.258679	5.437963	0.014085	0	1	1
256	0	256	256	256	0	1	0	1	0	0	4	3.258679	3.639115	5.447343	0.070423	0.363086	1	1
132	132	0	256	256	0	2	0	2	0	0	4	3.639115	5.560942	5.902784	0.140845	0.090909	1	1
190	0	190	190	190	0	1	0	1	0	0	11	5.560942	11.424221	3.458789	0	0.316973666666667	1	1
218	0	218	218	218	0	1	0	1	0	1	3	11.424221	13.90382	5.460892	0	0.80697625	1	1
0	0	0	0	278	1	0	2	2	1	0	10	0	0	2.664642	0	0	1	0
114	114	0	114	114	0	1	0	1	0	0	3	13.90382	9.905318	6.434424	0.366197	0.53293125	1	1
0	0	0	206	206	0	0	0	0	1	0	9	10.176318	0	3.90977	0	0	1	1
0	0	0	310	310	0	0	0	0	0	0	10	0	9.869816	4.046378	0	0	1	1
250	0	250	250	250	0	1	0	1	0	0	5	9.869816	6.489694	5.2925	0.044118	0.208877833333333	1	1
206	0	206	206	206	0	1	0	1	0	0	4	6.489694	5.468349	5.902784	0.014706	0.3485922	1	1
168	0	168	168	168	0	1	0	1	0	1	3	5.468349	10.665714	6.475158	0.823529	0.5528275	1	1
0	0	0	0	0	0	0	0	0	0	0	6	0	0	2.673021	0.014706	0	0	0
280	280	0	536	536	0	2	0	2	1	0	5	10.665714	9.637939	4.815239	0.014925	0.312837333333333	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	3.674861	0.029851	0	0	0
180	0	180	180	180	0	1	0	1	1	0	6	9.637939	10.155396	4.970272	0	0.333293714285714	1	1
0	0	0	420	420	0	0	0	0	0	0	9	10.155396	0	2.518514	0.044776	0	1	1
0	0	0	222	222	0	0	0	0	0	0	3	0	3.799796	5.698007	0.179104	0	1	1
136	136	0	248	248	0	2	0	2	0	0	10	3.799796	3.66948	3.805705	0	0.126749090909091	1	1
154	0	154	154	154	0	1	0	1	0	0	5	3.66948	5.541387	4.343625	0	0.594715	1	1
186	0	186	186	186	0	1	0	1	0	0	6	5.541387	5.820764	3.31133	0	0.444239571428571	1	1
242	0	242	242	242	0	1	0	1	0	0	4	5.820764	5.95141599999999	5.065053	0.38806	0.3860882	1	1
158	0	158	158	158	0	1	0	1	0	0	10	5.95141599999999	10.094007	2.071882	0	0.261987	1	1
270	0	270	270	270	0	1	0	1	0	0	3	10.094007	6.078303	4.662626	0.014925	0.493966	1	1
180	0	180	180	180	0	1	0	1	0	0	5	6.078303	7.579166	3.255996	0	0.6756945	1	1
0	0	0	118	118	0	0	0	0	0	0	11	7.579166	0	2.657056	0.014925	0	1	1
0	0	0	556	556	0	0	0	0	0	0	9	0	7.130031	1.748188	0	0	1	1
168	0	168	168	168	0	1	0	1	0	0	6	7.130031	6.269429	1.851258	0	0.403458	1	1
254	0	254	254	490	0	1	1	2	0	1	3	6.269429	5.073032	5.840556	0.082192	0.52340875	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	2.245513	0	0	0	0
100	100	0	100	286	0	1	1	2	1	0	3	5.073032	4.349435	6.434424	0.986301	0.04166675	1	1
138	0	138	138	138	0	1	0	1	0	0	6	5.99215299999999	5.98594000000001	2.78533	0	0.593374714285714	1	1
206	0	206	206	206	0	1	0	1	0	0	4	5.98594000000001	6.47960399999999	5.447343	0.342466	0.6279126	1	1
180	0	180	180	180	0	1	0	1	0	0	12	6.47960399999999	11.15895	3.63367	0	0.355320538461538	1	1
0	0	0	262	262	0	0	0	0	0	0	10	11.15895	0	2.91803	0.191781	0	1	1
0	0	0	316	316	0	0	0	0	0	0	4	0	5.386427	3.756788	0	0	1	1
148	0	148	148	148	0	1	0	1	0	0	5	5.386427	5.440618	4.022428	0.015873	0.444106666666667	1	1
168	0	168	168	290	0	1	1	2	0	0	3	5.440618	4.505223	5.878413	0	0.5263145	1	1
194	194	0	194	194	0	1	0	1	0	0	3	4.505223	3.777831	6.509479	0.16129	0.65262025	1	1
232	0	232	232	232	0	1	0	1	1	0	9	7.684089	8.479449	3.427648	0	0.2516739	1	1
188	0	188	188	188	0	1	0	1	0	1	6	8.479449	10.773118	2.640481	0	0.142312571428571	1	1
0	0	0	0	164	1	0	1	1	0	0	2	0	0	6.203778	0.04918	0	1	0
120	120	0	120	278	0	1	1	2	1	0	12	10.773118	2.077436	2.432969	0	0.136100461538462	1	1
0	0	0	218	218	0	0	0	0	0	0	9	11.90364	0	2.071882	0.081967	0	1	1
0	0	0	282	282	0	0	0	0	0	0	12	0	10.721112	2.515874	0	0	1	1
118	118	0	240	240	0	2	0	2	0	0	5	10.721112	4.541852	3.761853	0	0.1203155	1	1
230	0	230	230	230	0	1	0	1	0	0	3	4.541852	6.440853	6.475158	0.028986	0.70527175	1	1
134	0	134	134	270	0	1	1	2	0	0	6	6.440853	3.460752	2.599883	0	0.751705714285714	1	1
130	130	0	130	440	0	1	1	2	0	0	4	3.460752	5.738991	3.902275	0	0.3445384	1	1
278	0	278	278	278	0	1	0	1	0	0	6	5.99242	7.217539	4.736986	0.014706	0.555952428571429	1	1
210	0	210	210	210	0	1	0	1	0	0	7	7.217539	7.295111	4.494322	0.058824	0.51365075	1	1
166	0	166	166	166	0	1	0	1	0	1	3	7.295111	9.996619	6.509479	0.014706	0.85107925	1	1
0	0	0	0	0	0	0	0	0	0	0	6	0	0	3.31534	0.029412	0	0	0
0	0	0	178	178	0	0	0	0	0	0	5	9.996619	0	3.146438	0.558824	0	1	1
0	0	0	380	380	0	0	0	0	0	0	4	0	5.517213	3.034227	0	0	1	1
208	0	208	208	208	0	1	0	1	0	0	5	5.517213	5.108832	3.407731	0	0.529981333333333	1	1
164	0	164	164	164	0	1	0	1	0	0	4	5.108832	6.831493	5.447343	0.794118	0.457744	1	1
188	0	188	188	188	0	1	0	1	0	1	5	6.831493	5.363922	5.912923	0.044118	0.686702166666667	1	1
0	0	0	0	154	1	0	1	1	0	0	2	0	0	5.545333	0.235294	0	1	0
104	104	0	104	290	0	1	1	2	1	0	5	5.363922	2.565196	4.022428	0.073529	0.0806891666666667	1	1
166	0	166	166	166	0	1	0	1	0	0	3	6.6254	4.245316	5.565319	1	0.2550955	1	1
0	0	0	188	188	0	0	0	0	0	0	7	4.245316	0	4.484528	0.768116	0	1	1
0	0	0	310	310	0	0	0	0	0	0	5	0	5.472921	3.909235	0	0	1	1
156	0	156	156	156	0	1	0	1	0	0	4	5.472921	4.642281	5.447343	0	0.4894444	1	1
208	0	208	208	208	0	1	0	1	0	0	4	4.642281	5.883323	5.007718	0.092308	0.4179006	1	1
138	0	138	138	138	0	1	0	1	0	0	6	5.883323	8.504791	3.821251	0	0.424689428571429	1	1
242	0	242	242	242	0	1	0	1	0	1	7	8.504791	7.803523	3.857875	0	0.559702125	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.434424	0.153846	0	0	0
0	0	0	306	306	0	0	0	0	1	0	7	7.803523	0	2.567026	0.261538	0	1	1
0	0	0	242	242	0	0	0	0	0	0	2	0	5.244612	5.233014	0.016129	0	1	1
240	0	240	240	240	0	1	0	1	0	0	4	5.244612	4.472294	3.396199	0	0.6896112	1	1
276	0	276	276	526	0	1	1	2	0	0	6	4.472294	5.615043	4.831851	0	0.417192857142857	1	1
178	178	0	178	332	0	1	1	2	0	0	5	5.615043	4.875126	2.155336	0	0.255898833333333	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.434424	0.983871	0	0	0
146	146	0	258	258	0	2	0	2	1	0	4	7.69842	5.591292	4.14192	0.967742	0.0230822	1	1
132	0	132	132	132	0	1	0	1	0	0	6	5.591292	6.584928	4.400918	0.935484	0.738870857142857	1	1
0	0	0	140	140	0	0	0	0	0	0	7	6.584928	0	5.51737	0.967742	0	1	1
0	0	0	330	330	0	0	0	0	0	0	8	0	9.907389	3.068557	0	0	1	1
272	0	272	272	272	0	1	0	1	0	0	7	9.907389	5.263137	3.184691	0	0.471132	1	1
190	0	190	190	190	0	1	0	1	0	0	3	5.263137	3.527776	6.475158	0.042254	0.25804825	1	1
214	214	0	468	468	0	2	0	2	0	0	9	3.527776	6.64742	0.954243	0	0.0559969	1	1
320	0	320	320	320	0	1	0	1	0	0	3	6.64742	6.686909	4.662626	0.014085	0.57148425	1	1
178	0	178	178	178	0	1	0	1	0	0	5	6.686909	4.04635	3.99273	0.084507	0.828807666666667	1	1
112	0	112	112	112	0	1	0	1	0	0	3	4.04635	6.474733	6.509479	0.901408	0.754799	1	1
0	0	0	140	140	0	0	0	0	0	0	9	6.474733	0	2.369216	0.169014	0	1	1
0	0	0	204	204	0	0	0	0	0	0	3	0	4.135206	5.698007	0.171429	0	1	1
122	122	0	284	284	0	2	0	2	0	0	10	4.135206	8.871575	3.246252	0	0.202086454545455	1	1
246	0	246	246	246	0	1	0	1	0	0	9	8.871575	8.320558	2.071882	0	0.2555217	1	1
172	172	0	330	330	0	2	0	2	0	0	7	8.320558	6.695899	3.146438	0.014286	0.109471875	1	1
0	0	0	0	0	0	0	0	0	0	0	2	0	0	5.258093	0	0	0	0
206	206	0	338	338	0	2	0	2	1	0	10	6.695899	8.184352	2.900913	0.014286	0.0193145454545455	1	1
202	0	202	202	202	0	1	0	1	0	0	5	8.184352	6.795137	5.39066	0.457143	0.486386166666667	1	1
166	0	166	166	166	0	1	0	1	0	0	8	6.795137	10.016908	4.068705	0	0.412606	1	1
0	0	0	230	230	0	0	0	0	0	0	8	10.016908	0	2.618048	0.014286	0	1	1
0	0	0	168	168	0	0	0	0	0	0	2	0	4.004287	5.13798	0	0	1	1
228	0	228	228	228	0	1	0	1	0	0	3	4.004287	2.51059	6.509479	0.446154	0.6885965	1	1
138	138	0	324	324	0	2	0	2	0	0	5	2.51059	5.191577	3.732474	0	0.210829333333333	1	1
186	186	0	352	352	0	2	0	2	0	0	11	5.191577	8.834985	2.089905	0	0.239852166666667	1	1
174	0	174	174	174	0	1	0	1	0	0	6	8.834985	6.739869	3.572523	0.046154	0.533497571428571	1	1
180	0	180	180	180	0	1	0	1	0	0	4	6.739869	4.572146	4.80345	0.030769	0.6948704	1	1
138	0	138	138	138	0	1	0	1	0	0	3	4.572146	7.307297	5.784187	0.092308	0.7616245	1	1
202	0	202	202	202	0	1	0	1	0	0	9	7.307297	9.652964	1.041393	0.015385	0.6353795	1	1
0	0	0	180	180	0	0	0	0	0	0	10	9.652964	0	3.796436	0.615385	0	1	1
0	0	0	378	378	0	0	0	0	0	0	3	0	6.345886	5.425435	0.188406	0	1	1
182	0	182	182	182	0	1	0	1	0	0	5	6.345886	2.872574	3.504199	0	0.838034166666667	1	1
278	0	278	278	278	0	1	0	1	0	0	4	2.872574	10.703207	5.208495	0	0.3801558	1	1
138	0	138	138	138	0	1	0	1	0	1	7	10.703207	4.767753	3.323665	0.014493	0.95049825	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.434424	0.057971	0	0	0
138	138	0	340	340	0	2	0	2	0	0	7	4.767753	4.831826	3.83531	0.014493	0.046467375	1	1
204	0	204	204	204	0	1	0	1	0	0	6	4.831826	8.759989	4.266255	0.695652	0.280077	1	1
164	0	164	164	164	0	1	0	1	0	0	5	8.759989	7.595672	5.912923	0.942029	0.620088	1	1
0	0	0	250	250	0	0	0	0	0	0	12	7.595672	0	2.764923	0.898551	0	1	1
0	0	0	288	288	0	0	0	0	0	1	3	0	8.738821	5.698007	0.232877	0	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	4.35742	0.041096	0	0	0
188	188	0	288	288	0	2	0	2	1	0	7	8.738821	5.654586	2.913284	0	0.119038125	1	1
234	0	234	234	234	0	1	0	1	0	0	3	5.654586	4.420561	6.475158	0.054795	0.54460475	1	1
196	0	196	196	196	0	1	0	1	0	0	9	4.420561	11.28125	1.690196	0	0.259898	1	1
188	0	188	188	188	0	1	0	1	0	1	3	11.28125	5.254691	5.840556	0.315068	0.9700575	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.475158	0.917808	0	0	0
0	0	0	126	126	0	0	0	0	0	0	6	5.254691	0	2.640481	0.726027	0	1	1
0	0	0	320	320	0	0	0	0	0	0	5	0	6.197904	3.80058	0	0	1	1
216	0	216	216	216	0	1	0	1	0	0	5	6.197904	6.102765	5.3386	0.014706	0.393235666666667	1	1
208	208	0	368	368	0	2	0	2	0	0	9	6.102765	7.769851	1.556303	0	0.2462179	1	1
370	0	370	370	370	0	1	0	1	0	0	6	7.769851	6.405998	4.346529	0	0.447612571428571	1	1
210	0	210	210	210	0	1	0	1	0	0	3	6.405998	4.978513	5.303174	0.014706	0.6348215	1	1
206	0	206	206	206	0	1	0	1	0	0	6	4.978513	9.38076400000001	4.679283	0.014925	0.502542714285714	1	1
174	0	174	174	174	0	1	0	1	0	1	5	9.38076400000001	5.65680099999999	3.806384	0.253731	0.983093833333333	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.475158	0.014925	0	0	0
174	0	174	174	174	0	1	0	1	0	0	10	5.65680099999999	12.13706	1.90309	0	0.141396727272727	1	1
0	0	0	220	220	0	1	0	1	0	0	3	12.13706	0	6.509479	0.223881	0	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	3.967642	0.044776	0	0	0
0	0	0	224	224	0	0	0	0	0	0	6	0	6.631641	3.875003	0	0	1	1
174	0	174	174	174	0	1	0	1	0	0	3	6.631641	3.968391	5.460754	0.403226	0.49135525	1	1
174	0	174	174	174	0	1	0	1	0	0	3	3.968391	4.38123	6.475158	0.032258	0.483453	1	1
236	0	236	236	236	0	1	0	1	0	0	9	4.38123	10.411688	1.591065	0	0.2315042	1	1
212	0	212	212	212	0	1	0	1	0	0	8	10.411688	9.732919	2.232996	0.032258	0.30297	1	1
152	0	152	152	152	0	1	0	1	0	0	4	9.732919	6.50405	5.465099	0.064516	0.6919298	1	1
146	0	146	146	146	0	1	0	1	0	0	5	6.50405	7.823293	5.912923	0.774194	0.827283166666667	1	1
0	0	0	164	164	0	0	0	0	0	0	14	7.823293	0	2.680336	0.33871	0	1	1
0	0	0	330	330	0	0	0	0	0	0	3	0	4.715631	5.326188	0.071429	0	1	1
132	0	132	132	132	0	1	0	1	0	0	4	4.715631	3.726601	4.31133	0.142857	0.652399	1	1
266	0	266	266	266	0	1	0	1	0	1	3	3.726601	11.141292	6.509479	0.028571	0.497149	1	1
0	0	0	0	0	0	0	0	0	0	0	7	0	0	4.108328	0.457143	0	0	0
208	0	208	208	208	0	1	0	1	1	0	3	11.141292	5.112258	5.577601	0.085714	0.282472	1	1
174	0	174	174	174	0	1	0	1	0	0	4	5.112258	7.642989	4.136118	0	0.4484292	1	1
222	0	222	222	222	0	1	0	1	0	0	8	7.642989	8.016499	4.094995	0	0.542792777777778	1	1
204	0	204	204	204	0	1	0	1	0	0	3	8.016499	5.93314	5.893774	0.942857	0.9754085	1	1
0	0	0	162	162	0	0	0	0	0	0	13	5.93314	0	0.30103	0	0	1	1
0	0	0	500	500	0	0	0	0	0	0	5	0	6.04683	3.60401	0	0	1	1
118	0	118	118	318	0	1	1	2	0	0	7	6.04683	7.345001	3.005181	0.012987	0.28139125	1	1
224	224	0	224	418	0	1	1	2	0	0	3	7.345001	5.380798	5.460754	0.584416	0.39903275	1	1
174	0	174	174	174	0	1	0	1	0	0	4	4.664676	4.6979	5.902784	0.298701	0.3474712	1	1
208	0	208	208	208	0	1	0	1	0	1	3	4.6979	10.269872	6.475158	0	0.358814	1	1
0	0	0	0	0	0	0	0	0	0	0	4	0	0	3.735359	0.052632	0	0	0
0	0	0	208	208	0	0	0	0	1	0	10	10.269872	0	3.286456	0.75	0	1	1
0	0	0	160	160	0	0	0	0	0	0	2	0	3.652405	5.23162	0.013889	0	1	1
134	134	0	280	280	0	2	0	2	0	0	5	3.652405	4.929629	4.327359	0.013889	0.283022333333333	1	1
218	0	218	218	218	0	1	0	1	0	0	4	4.929629	4.150667	4.955779	0	0.6927522	1	1
134	0	134	134	134	0	1	0	1	0	0	5	4.150667	6.238591	3.085647	0	0.435738	1	1
138	0	138	138	138	0	1	0	1	0	1	2	6.238591	9.198142	5.721646	0	0.951006333333333	1	1
0	0	0	0	0	0	0	0	0	0	0	7	0	0	4.379106	0.027778	0	0	0
0	0	0	244	244	0	0	0	0	0	0	4	9.198142	0	5.544486	0.875	0	1	1
0	0	0	284	284	0	0	0	0	0	0	6	0	6.152835	3.426023	0	0	1	1
260	0	260	260	260	0	1	0	1	0	0	7	6.152835	7.129629	3.044148	0	0.386137875	1	1
234	0	234	234	328	0	1	1	2	0	0	3	7.129629	4.967538	5.422478	0.040541	0.554683	1	1
210	210	0	210	456	0	1	1	2	0	0	5	4.967538	3.726696	5.145433	0.027027	0.531045	1	1
108	0	108	108	108	0	1	0	1	0	0	7	4.658401	9.427924	4.075547	0.513514	0.282638875	1	1
228	0	228	228	228	0	1	0	1	0	0	6	9.427924	6.926106	4.970272	0.013514	0.527005	1	1
142	0	142	142	142	0	1	0	1	0	0	3	6.926106	6.225768	5.419771	0.027027	0.90378525	1	1
0	0	0	198	198	0	0	0	0	0	0	11	6.225768	0	3.772248	0.054054	0	1	1
0	0	0	316	316	0	0	0	0	0	0	7	0	7.452148	3.571359	0	0	1	1
198	0	198	198	198	0	1	0	1	0	0	4	7.452148	4.811529	4.702301	0.013514	0.4610942	1	1
200	0	200	200	200	0	1	0	1	0	0	3	4.811529	5.550094	5.986551	0.027027	0.52925	1	1
156	0	156	156	156	0	1	0	1	0	0	3	5.550094	3.602742	6.509479	0.162162	0.9167735	1	1
142	0	142	142	142	0	1	0	1	0	0	10	3.602742	10.622108	2.577492	0	0.297257818181818	1	1
180	0	180	180	180	0	1	0	1	0	0	7	10.622108	7.613069	1.892095	0.351351	0.361493	1	1
0	0	0	256	256	0	0	0	0	0	0	6	7.613069	0	5.2925	0.986486	0	1	1
0	0	0	166	166	0	0	0	0	0	0	3	0	4.147265	5.425435	0.2	0	1	1
218	0	218	218	218	0	1	0	1	0	0	4	4.147265	3.774077	3.710287	0	0.3950152	1	1
118	118	0	262	262	0	2	0	2	0	0	3	3.774077	5.102893	5.878413	0.169231	0.18728825	1	1
160	160	0	380	380	0	2	0	2	0	0	13	5.102893	10.162478	1.995635	0	0.298586285714286	1	1
226	0	226	226	226	0	1	0	1	0	0	5	10.162478	3.988463	4.876749	0.076923	0.7973575	1	1
216	0	216	216	216	0	1	0	1	0	0	2	3.988463	5.793237	6.035134	0.076923	0.924202666666667	1	1
142	0	142	142	142	0	1	0	1	0	0	8	5.793237	7.359972	1.740363	0.015625	0.618427222222222	1	1
0	0	0	204	204	0	0	0	0	0	0	8	7.359972	0	3.634376	0.09375	0	1	1
0	0	0	186	186	0	0	0	0	0	0	3	0	4.313639	5.698007	0.194444	0	1	1
144	144	0	266	266	0	2	0	2	0	0	7	4.313639	6.763971	2.482874	0	0.144256375	1	1
226	0	226	226	226	0	1	0	1	0	0	6	6.763971	7.29852	1.380211	0.375	0.442530571428571	1	1
208	0	208	208	208	0	1	0	1	0	1	9	7.29852	10.677322	4.558264	0.013889	0.3396234	1	1
0	0	0	0	102	1	0	1	1	0	1	2	0	0	6.203778	0.027778	0	1	0
150	150	0	150	150	0	1	0	1	1	0	5	10.677322	1.865223	2.143015	0.041667	0.178926	1	1
0	0	0	400	400	0	0	0	0	0	0	14	11.471195	0	1.380211	0.208333	0	1	1
0	0	0	304	304	0	0	0	0	0	0	8	0	8.858596	2.176091	0	0	1	1
224	0	224	224	224	0	1	0	1	0	0	6	8.858596	5.777344	3.323046	0	0.498416285714286	1	1
204	0	204	204	204	0	1	0	1	0	0	3	5.777344	3.361794	5.781731	0.104478	0.5665645	1	1
142	0	142	142	142	0	1	0	1	0	0	3	3.361794	5.790755	6.078625	0.134328	0.407013	1	1
218	0	218	218	218	0	1	0	1	0	0	11	5.790755	12.588685	2.898725	0	0.284900583333333	1	1
218	0	218	218	218	0	1	0	1	0	0	7	12.588685	7.446537	3.96009	0.298507	0.5009365	1	1
182	0	182	182	182	0	1	0	1	0	0	3	7.446537	3.910495	6.509479	0.656716	0.86350725	1	1
140	0	140	140	140	0	1	0	1	0	1	3	3.910495	4.711326	5.110209	0.283582	0.841131	1	1
0	0	0	0	0	0	0	0	0	0	0	3	0	0	6.475158	0.104478	0	0	0
196	196	0	338	338	0	2	0	2	0	0	5	4.711326	9.061288	4.425175	0	0.0126416666666667	1	1
0	0	0	0	0	0	0	0	0	0	0	5	0	0	4.162176	0.567164	0	0	0
